3.500000,3.500000
12.500000,10.500000
2.500000,2.500000
17.500000,2.500000
2.500000,2.500000
17.500000,2.500000
19.500000,15.500000
12.500000,10.500000
19.500000,15.500000
3.500000,3.500000
12.500000,10.500000
3.500000,3.500000
12.500000,10.500000
2.500000,2.500000
12.500000,10.500000
3.500000,3.500000
12.500000,10.500000
17.500000,2.500000
12.500000,10.500000
17.500000,2.500000
19.500000,15.500000
12.500000,10.500000
2.500000,2.500000
17.500000,2.500000
19.500000,15.500000
3.500000,3.500000
2.500000,2.500000
17.500000,2.500000
19.500000,15.500000
3.500000,3.500000
17.500000,2.500000
2.500000,2.500000
17.500000,2.500000
12.500000,10.500000
19.500000,15.500000
3.500000,3.500000
2.500000,2.500000
12.500000,10.500000
3.500000,3.500000
2.500000,2.500000
12.500000,10.500000
19.500000,15.500000
12.500000,10.500000
2.500000,2.500000
19.500000,15.500000
12.500000,10.500000
19.500000,15.500000
3.500000,3.500000
2.500000,2.500000
17.500000,2.500000
19.500000,15.500000
12.500000,10.500000
2.500000,2.500000
17.500000,2.500000
19.500000,15.500000
17.500000,2.500000
2.500000,2.500000
17.500000,2.500000
12.500000,10.500000
2.500000,2.500000
12.500000,10.500000
17.500000,2.500000
12.500000,10.500000
2.500000,2.500000
12.500000,10.500000
3.500000,3.500000
12.500000,10.500000
3.500000,3.500000
2.500000,2.500000
17.500000,2.500000
2.500000,2.500000
17.500000,2.500000
19.500000,15.500000
2.500000,2.500000
19.500000,15.500000
17.500000,2.500000
12.500000,10.500000
2.500000,2.500000
17.500000,2.500000
12.500000,10.500000
2.500000,2.500000
19.500000,15.500000
12.500000,10.500000
3.500000,3.500000
2.500000,2.500000
12.500000,10.500000
19.500000,15.500000
3.500000,3.500000
19.500000,15.500000
17.500000,2.500000
2.500000,2.500000
12.500000,10.500000
2.500000,2.500000
17.500000,2.500000
19.500000,15.500000
17.500000,2.500000
3.500000,3.500000
2.500000,2.500000
12.500000,10.500000
19.500000,15.500000
