0.500000,10.500000
3.500000,14.500000
0.500000,10.500000
1.500000,10.500000
19.500000,18.500000
0.500000,10.500000
19.500000,18.500000
10.500000,2.500000
1.500000,10.500000
3.500000,14.500000
10.500000,2.500000
1.500000,10.500000
10.500000,2.500000
1.500000,10.500000
19.500000,18.500000
10.500000,2.500000
0.500000,10.500000
3.500000,14.500000
0.500000,10.500000
3.500000,14.500000
0.500000,10.500000
6.500000,6.500000
10.500000,2.500000
1.500000,10.500000
6.500000,6.500000
19.500000,18.500000
10.500000,2.500000
1.500000,10.500000
19.500000,18.500000
10.500000,2.500000
0.500000,10.500000
6.500000,6.500000
1.500000,10.500000
6.500000,6.500000
19.500000,18.500000
0.500000,10.500000
10.500000,2.500000
1.500000,10.500000
3.500000,14.500000
0.500000,10.500000
10.500000,2.500000
1.500000,10.500000
19.500000,18.500000
10.500000,2.500000
1.500000,10.500000
3.500000,14.500000
6.500000,6.500000
10.500000,2.500000
1.500000,10.500000
10.500000,2.500000
3.500000,14.500000
0.500000,10.500000
1.500000,10.500000
3.500000,14.500000
1.500000,10.500000
19.500000,18.500000
10.500000,2.500000
1.500000,10.500000
10.500000,2.500000
0.500000,10.500000
6.500000,6.500000
1.500000,10.500000
19.500000,18.500000
10.500000,2.500000
1.500000,10.500000
10.500000,2.500000
1.500000,10.500000
3.500000,14.500000
19.500000,18.500000
0.500000,10.500000
3.500000,14.500000
10.500000,2.500000
1.500000,10.500000
10.500000,2.500000
1.500000,10.500000
10.500000,2.500000
1.500000,10.500000
6.500000,6.500000
10.500000,2.500000
1.500000,10.500000
3.500000,14.500000
19.500000,18.500000
1.500000,10.500000
3.500000,14.500000
10.500000,2.500000
1.500000,10.500000
10.500000,2.500000
6.500000,6.500000
10.500000,2.500000
6.500000,6.500000
19.500000,18.500000
0.500000,10.500000
6.500000,6.500000
19.500000,18.500000
0.500000,10.500000
3.500000,14.500000
0.500000,10.500000
3.500000,14.500000
0.500000,10.500000
10.500000,2.500000
